column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
2116,1577-1234,2116번 테스트 문자입니다.,"2116번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347793,ABCDEFG,김유신,2023.05.31,9,LMS,2116,1577-1234,2116번 담당자님 전달 문자입니다.,"2116번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347793,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2117,1577-1234,2117번 테스트 문자입니다.,"2117번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347794,ABCDEFG,김유신,2023.05.31,9,LMS,2117,1577-1234,2117번 담당자님 전달 문자입니다.,"2117번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347794,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2118,1577-1234,2118번 테스트 문자입니다.,"2118번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347795,ABCDEFG,김유신,2023.05.31,9,LMS,2118,1577-1234,2118번 담당자님 전달 문자입니다.,"2118번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347795,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2119,1577-1234,2119번 테스트 문자입니다.,"2119번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347796,ABCDEFG,김유신,2023.05.31,9,LMS,2119,1577-1234,2119번 담당자님 전달 문자입니다.,"2119번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347796,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2120,1577-1234,2120번 테스트 문자입니다.,"2120번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347797,ABCDEFG,김유신,2023.05.31,9,LMS,2120,1577-1234,2120번 담당자님 전달 문자입니다.,"2120번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347797,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2121,1577-1234,2121번 테스트 문자입니다.,"2121번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347798,ABCDEFG,김유신,2023.05.31,9,LMS,2121,1577-1234,2121번 담당자님 전달 문자입니다.,"2121번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347798,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2122,1577-1234,2122번 테스트 문자입니다.,"2122번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347799,ABCDEFG,김유신,2023.05.31,9,LMS,2122,1577-1234,2122번 담당자님 전달 문자입니다.,"2122번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347799,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2123,1577-1234,2123번 테스트 문자입니다.,"2123번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347800,ABCDEFG,김유신,2023.05.31,9,LMS,2123,1577-1234,2123번 담당자님 전달 문자입니다.,"2123번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347800,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2124,1577-1234,2124번 테스트 문자입니다.,"2124번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347801,ABCDEFG,김유신,2023.05.31,9,LMS,2124,1577-1234,2124번 담당자님 전달 문자입니다.,"2124번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347801,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2125,1577-1234,2125번 테스트 문자입니다.,"2125번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347802,ABCDEFG,김유신,2023.05.31,9,LMS,2125,1577-1234,2125번 담당자님 전달 문자입니다.,"2125번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347802,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2126,1577-1234,2126번 테스트 문자입니다.,"2126번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347803,ABCDEFG,김유신,2023.05.31,9,LMS,2126,1577-1234,2126번 담당자님 전달 문자입니다.,"2126번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347803,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2127,1577-1234,2127번 테스트 문자입니다.,"2127번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347804,ABCDEFG,김유신,2023.05.31,9,LMS,2127,1577-1234,2127번 담당자님 전달 문자입니다.,"2127번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347804,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2128,1577-1234,2128번 테스트 문자입니다.,"2128번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347805,ABCDEFG,김유신,2023.05.31,9,LMS,2128,1577-1234,2128번 담당자님 전달 문자입니다.,"2128번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347805,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2129,1577-1234,2129번 테스트 문자입니다.,"2129번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347806,ABCDEFG,김유신,2023.05.31,9,LMS,2129,1577-1234,2129번 담당자님 전달 문자입니다.,"2129번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347806,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2130,1577-1234,2130번 테스트 문자입니다.,"2130번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347807,ABCDEFG,김유신,2023.05.31,9,LMS,2130,1577-1234,2130번 담당자님 전달 문자입니다.,"2130번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347807,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2131,1577-1234,2131번 테스트 문자입니다.,"2131번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347808,ABCDEFG,김유신,2023.05.31,9,LMS,2131,1577-1234,2131번 담당자님 전달 문자입니다.,"2131번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347808,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2132,1577-1234,2132번 테스트 문자입니다.,"2132번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347809,ABCDEFG,김유신,2023.05.31,9,LMS,2132,1577-1234,2132번 담당자님 전달 문자입니다.,"2132번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347809,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2133,1577-1234,2133번 테스트 문자입니다.,"2133번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347810,ABCDEFG,김유신,2023.05.31,9,LMS,2133,1577-1234,2133번 담당자님 전달 문자입니다.,"2133번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347810,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2134,1577-1234,2134번 테스트 문자입니다.,"2134번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347811,ABCDEFG,김유신,2023.05.31,9,LMS,2134,1577-1234,2134번 담당자님 전달 문자입니다.,"2134번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347811,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2135,1577-1234,2135번 테스트 문자입니다.,"2135번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347812,ABCDEFG,김유신,2023.05.31,9,LMS,2135,1577-1234,2135번 담당자님 전달 문자입니다.,"2135번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347812,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2136,1577-1234,2136번 테스트 문자입니다.,"2136번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347813,ABCDEFG,김유신,2023.05.31,9,LMS,2136,1577-1234,2136번 담당자님 전달 문자입니다.,"2136번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347813,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2137,1577-1234,2137번 테스트 문자입니다.,"2137번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347814,ABCDEFG,김유신,2023.05.31,9,LMS,2137,1577-1234,2137번 담당자님 전달 문자입니다.,"2137번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347814,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2138,1577-1234,2138번 테스트 문자입니다.,"2138번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347815,ABCDEFG,김유신,2023.05.31,9,LMS,2138,1577-1234,2138번 담당자님 전달 문자입니다.,"2138번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347815,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2139,1577-1234,2139번 테스트 문자입니다.,"2139번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347816,ABCDEFG,김유신,2023.05.31,9,LMS,2139,1577-1234,2139번 담당자님 전달 문자입니다.,"2139번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347816,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2140,1577-1234,2140번 테스트 문자입니다.,"2140번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347817,ABCDEFG,김유신,2023.05.31,9,LMS,2140,1577-1234,2140번 담당자님 전달 문자입니다.,"2140번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347817,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2141,1577-1234,2141번 테스트 문자입니다.,"2141번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347818,ABCDEFG,김유신,2023.05.31,9,LMS,2141,1577-1234,2141번 담당자님 전달 문자입니다.,"2141번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347818,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2142,1577-1234,2142번 테스트 문자입니다.,"2142번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347819,ABCDEFG,김유신,2023.05.31,9,LMS,2142,1577-1234,2142번 담당자님 전달 문자입니다.,"2142번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347819,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2143,1577-1234,2143번 테스트 문자입니다.,"2143번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347820,ABCDEFG,김유신,2023.05.31,9,LMS,2143,1577-1234,2143번 담당자님 전달 문자입니다.,"2143번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347820,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2144,1577-1234,2144번 테스트 문자입니다.,"2144번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347821,ABCDEFG,김유신,2023.05.31,9,LMS,2144,1577-1234,2144번 담당자님 전달 문자입니다.,"2144번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347821,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2145,1577-1234,2145번 테스트 문자입니다.,"2145번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347822,ABCDEFG,김유신,2023.05.31,9,LMS,2145,1577-1234,2145번 담당자님 전달 문자입니다.,"2145번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347822,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2146,1577-1234,2146번 테스트 문자입니다.,"2146번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347823,ABCDEFG,김유신,2023.05.31,9,LMS,2146,1577-1234,2146번 담당자님 전달 문자입니다.,"2146번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347823,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2147,1577-1234,2147번 테스트 문자입니다.,"2147번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347824,ABCDEFG,김유신,2023.05.31,9,LMS,2147,1577-1234,2147번 담당자님 전달 문자입니다.,"2147번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347824,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2148,1577-1234,2148번 테스트 문자입니다.,"2148번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347825,ABCDEFG,김유신,2023.05.31,9,LMS,2148,1577-1234,2148번 담당자님 전달 문자입니다.,"2148번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347825,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2149,1577-1234,2149번 테스트 문자입니다.,"2149번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347826,ABCDEFG,김유신,2023.05.31,9,LMS,2149,1577-1234,2149번 담당자님 전달 문자입니다.,"2149번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347826,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2150,1577-1234,2150번 테스트 문자입니다.,"2150번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347827,ABCDEFG,김유신,2023.05.31,9,LMS,2150,1577-1234,2150번 담당자님 전달 문자입니다.,"2150번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347827,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2151,1577-1234,2151번 테스트 문자입니다.,"2151번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347828,ABCDEFG,김유신,2023.05.31,9,LMS,2151,1577-1234,2151번 담당자님 전달 문자입니다.,"2151번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347828,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2152,1577-1234,2152번 테스트 문자입니다.,"2152번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347829,ABCDEFG,김유신,2023.05.31,9,LMS,2152,1577-1234,2152번 담당자님 전달 문자입니다.,"2152번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347829,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2153,1577-1234,2153번 테스트 문자입니다.,"2153번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347830,ABCDEFG,김유신,2023.05.31,9,LMS,2153,1577-1234,2153번 담당자님 전달 문자입니다.,"2153번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347830,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2154,1577-1234,2154번 테스트 문자입니다.,"2154번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347831,ABCDEFG,김유신,2023.05.31,9,LMS,2154,1577-1234,2154번 담당자님 전달 문자입니다.,"2154번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347831,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2155,1577-1234,2155번 테스트 문자입니다.,"2155번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347832,ABCDEFG,김유신,2023.05.31,9,LMS,2155,1577-1234,2155번 담당자님 전달 문자입니다.,"2155번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347832,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2156,1577-1234,2156번 테스트 문자입니다.,"2156번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347833,ABCDEFG,김유신,2023.05.31,9,LMS,2156,1577-1234,2156번 담당자님 전달 문자입니다.,"2156번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347833,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
2157,1577-1234,2157번 테스트 문자입니다.,"2157번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347834,ABCDEFG,김유신,2023.05.31,9,LMS,2157,1577-1234,2157번 담당자님 전달 문자입니다.,"2157번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12347834,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:328,admin
